Building Name,Postcode,Year,latitude,longitude,Address,Type,Function,Size,Employee,Transportation,GFA,Energy,Waste,Water,Scope1,Scope2,Scope3,GHG_Total,EUI,GHG_Intensity,Award,Year of GM Award,GM Version,Validation Result
SULTAN LINK,239001,2023,1.3188,103.8926,"61 MOHD SULTAN ROAD, SINGAPORE 239001",Commercial Building,Office,Medium,234,1640029.44465929,2599.0,329258.617433765,33.8025143242261,9436.69421215996,8.02161838359792,140.875091683106,149.129426100781,298.026136167485,126.686655418917,0.11466954065697768,,,,No Green Mark
METTA BUILDING,529950,2021,1.2807,103.8497,"32 SIMEI STREET 1, SINGAPORE 529950",Commercial Building,Office,Medium,449,2345996.57213522,5463.0,642405.65,52.3150532498089,14384.6852245116,6.363051,325.970603,299.122571,631.456225,117.592101409482,0.11558781347245103,,,,No Green Mark
METTA BUILDING,529950,2022,1.2807,103.8497,"32 SIMEI STREET 1, SINGAPORE 529950",Commercial Building,Office,Medium,449,2345996.57213522,5463.0,662627.6,54.608346543166,15385.4528544787,6.22734450861814,313.288577645752,299.788318880185,619.304241034554,121.293721398499,0.11336339759007029,,,,No Green Mark
METTA BUILDING,529950,2023,1.2807,103.8497,"32 SIMEI STREET 1, SINGAPORE 529950",Commercial Building,Office,Medium,449,2345996.57213522,5463.0,699083.856222711,52.5030684181858,15390.2604368984,6.19692194756982,294.053450412891,296.369611027667,596.619983388128,127.967024752464,0.10921105315543256,,,,No Green Mark
10 RAEBURN PARK,088702,2021,1.2972,103.8549,"10 RAEBURN PARK, SINGAPORE 088702",Commercial Building,Office,Medium,1335,9683002.62976907,14893.0,1923902.15,148.781008896472,43943.5727379081,51.325407,854.495889,810.885413,1716.706709,129.181639025045,0.11526936876384879,,,,No Green Mark
10 RAEBURN PARK,088702,2022,1.2972,103.8549,"10 RAEBURN PARK, SINGAPORE 088702",Commercial Building,Office,Medium,1335,9683002.62976907,14893.0,1757365.78,149.244900948829,44376.0727460443,52.0999930551773,857.778058434398,782.644709024383,1692.52276051396,117.999448062848,0.11364552209185255,,,,No Green Mark
10 RAEBURN PARK,088702,2023,1.2972,103.8549,"10 RAEBURN PARK, SINGAPORE 088702",Commercial Building,Office,Medium,1335,9683002.62976907,14893.0,1814215.56509267,147.177095445259,42149.9818254726,52.6735042566493,811.544437043209,793.993630927882,1658.21157222774,121.816663203698,0.11134167543327335,,,,No Green Mark
THE GLOBE,069532,2021,1.3755,103.8291,"100 CECIL STREET, SINGAPORE 069532",Commercial Building,Office,Medium,388,2066545.36358911,5824.0,693370.759999998,53.4224098971169,14612.5459585301,7.845307,340.148305,333.13445,681.128062,119.05404532967,0.11695193372252748,,,,No Green Mark
THE GLOBE,069532,2022,1.3755,103.8291,"100 CECIL STREET, SINGAPORE 069532",Commercial Building,Office,Medium,388,2066545.36358911,5824.0,687116.170000001,51.9712821752106,13751.9488983898,7.71447041024898,357.589822413475,338.676158401587,703.980451225311,117.980111607143,0.12087576429006026,,,,No Green Mark
THE GLOBE,069532,2023,1.3755,103.8291,"100 CECIL STREET, SINGAPORE 069532",Commercial Building,Office,Medium,388,2066545.36358911,5824.0,637525.671119722,51.193125911078,13359.0170837828,7.66725351861762,379.968995197885,340.738181166536,728.374429883038,109.465259464238,0.12506429084530185,,,,No Green Mark
FAMILY JUSTICE COURTS,059725,2021,1.302,103.8642,"3 HAVELOCK SQUAR, SINGAPORE 059725",Commercial Building,Office,Medium,817,5360634.85654952,10700.0,1208746.13,104.624502313708,28819.1382411824,29.380012,483.613701,625.310694,1138.304407,112.966928037383,0.10638358943925234,,,,No Green Mark
FAMILY JUSTICE COURTS,059725,2022,1.302,103.8642,"3 HAVELOCK SQUAR, SINGAPORE 059725",Commercial Building,Office,Medium,817,5360634.85654952,10700.0,1261090.5,102.13249896095,28820.2413773591,29.4141254099258,471.353714941729,609.378223802935,1110.14606415459,117.858925233645,0.1037519686125785,,,,No Green Mark
FAMILY JUSTICE COURTS,059725,2023,1.302,103.8642,"3 HAVELOCK SQUAR, SINGAPORE 059725",Commercial Building,Office,Medium,817,5360634.85654952,10700.0,1225913.46479062,99.455959010942,28039.1564556061,29.42425919521,478.063553077588,600.606676980304,1108.0944892531,114.571351849591,0.10356023264047663,,,,No Green Mark
THONG TECK BUILDING,228218,2021,1.303,103.7932,"15 SCOTTS ROAD, SINGAPORE 228218, SINGAPORE 228218",Commercial Building,Office,Medium,1070,7892410.83734246,11481.0,1097378.41,107.602178333809,31362.1183992124,40.298891,671.137619,667.490083,1378.926593,95.5821278634265,0.12010509476526435,,,,No Green Mark
THONG TECK BUILDING,228218,2022,1.303,103.7932,"15 SCOTTS ROAD, SINGAPORE 228218, SINGAPORE 228218",Commercial Building,Office,Medium,1070,7892410.83734246,11481.0,1347346.43000001,109.119358838098,31704.7301857135,40.9887178126422,703.501840878411,626.665546378591,1371.15610506964,117.354449089801,0.11942828195014721,,,,No Green Mark
THONG TECK BUILDING,228218,2023,1.303,103.7932,"15 SCOTTS ROAD, SINGAPORE 228218, SINGAPORE 228218",Commercial Building,Office,Medium,1070,7892410.83734246,11481.0,1549967.55835045,107.281094258931,32600.2662770439,40.2252251537648,695.968887444554,594.19468371658,1330.3887963149,135.00283584622,0.11587743195844438,,,,No Green Mark
CIVIL SERVICE COLLEGE,275983,2021,1.292,103.8396,"31 NORTH BUONA VISTA ROAD, SINGAPORE 275983",Commercial Building,Office,Medium,900,4155835.84549385,12709.0,1016211.64,126.08028841609,33275.6760371353,7.992742,699.996097,607.698153,1315.686992,97.5014556613424,0.10352403745377291,platinum,2021.0,Existing Non-Residental Buildings ENRB: 2017,Pass
CIVIL SERVICE COLLEGE,275983,2022,1.292,103.8396,"31 NORTH BUONA VISTA ROAD, SINGAPORE 275983",Commercial Building,Office,Medium,900,4155835.84549385,12709.0,1149656.14,131.764095528634,35316.7892501236,7.76366862098129,737.191709436849,639.561622455861,1384.51700051369,117.335563773704,0.10893988516119993,platinum,2021.0,Existing Non-Residental Buildings ENRB: 2017,Pass
CIVIL SERVICE COLLEGE,275983,2023,1.292,103.8396,"31 NORTH BUONA VISTA ROAD, SINGAPORE 275983",Commercial Building,Office,Medium,900,4155835.84549385,12709.0,1219428.55,131.638583195745,35282.6433184103,7.98026981613471,705.490876553244,657.208294545419,1370.6794409148,117.418841264206,0.1078510851298135,platinum,2021.0,Existing Non-Residental Buildings ENRB: 2017,Pass
PIXEL,138649,2021,1.2793,103.8493,"10 CENTRAL EXCHANGE GREEN, SINGAPORE 138649, SINGAPORE 138649",Commercial Building,Office,Medium,283,1644805.46649252,5111.0,648994.78,43.3587284916877,10889.2737233879,7.975927,252.616492,213.612113,474.204532,102.133425944042,0.09278116454705536,,,,No Green Mark
PIXEL,138649,2022,1.2793,103.8493,"10 CENTRAL EXCHANGE GREEN, SINGAPORE 138649, SINGAPORE 138649",Commercial Building,Office,Medium,283,1644805.46649252,5111.0,536297.23,41.2328971932914,10457.1711678655,7.89187466801899,247.028562942896,211.400809793272,466.321247404187,115.782625709255,0.09123874924754197,,,,No Green Mark
PIXEL,138649,2023,1.2793,103.8493,"10 CENTRAL EXCHANGE GREEN, SINGAPORE 138649, SINGAPORE 138649",Commercial Building,Office,Medium,283,1644805.46649252,5111.0,523775.28,41.7567358233121,10629.9597454791,7.79443322819774,251.842445578956,200.081897009972,459.718775817126,119.445383440148,0.08994693324537782,,,,No Green Mark
150 CECIL STREET,069543,2021,1.2944,103.8501,"150 CECIL STREET, SINGAPORE 069543",Commercial Building,Office,Medium,618,4736564.35373035,10943.0,1314892.04,99.8068458770159,25161.7045602906,43.803796,531.402131,620.569744,1195.775671,120.158278351458,0.10927311258338665,,,,No Green Mark
150 CECIL STREET,069543,2022,1.2944,103.8501,"150 CECIL STREET, SINGAPORE 069543",Commercial Building,Office,Medium,618,4736564.35373035,10943.0,1248644.75,99.9103205458936,24881.5774073594,44.7839209419799,544.049325092354,614.610413651429,1203.44365968576,114.104427487892,0.10997383347215206,,,,No Green Mark
150 CECIL STREET,069543,2023,1.2944,103.8501,"150 CECIL STREET, SINGAPORE 069543",Commercial Building,Office,Medium,618,4736564.35373035,10943.0,1168589.24759725,109.6409718915,27323.1364015927,43.7184027886291,511.301232889551,643.859763689887,1198.87939936807,106.788746010897,0.10955673941040574,,,,No Green Mark
TAMPINES CONCOURSE,528729,2021,1.2849,103.8497,"11 TAMPINES CONCOURSE, SINGAPORE 528729",Commercial Building,Office,Medium,580,4508810.00458288,11520.0,1576905.82999999,110.696036973928,26800.9322213033,45.275001,562.920481,584.591876,1192.787358,136.884186631944,0.10354056927083334,goldplus,2021.0,Existing Building for Non-Residential buildings (version 2.1),Pass
TAMPINES CONCOURSE,528729,2022,1.2849,103.8497,"11 TAMPINES CONCOURSE, SINGAPORE 528729",Commercial Building,Office,Medium,580,4508810.00458288,11520.0,1287598.05,116.803339512999,27824.6396069889,46.2114046697336,592.135335364144,602.926270590968,1241.27301062485,111.7706640625,0.10774939328340712,goldplus,2021.0,Existing Building for Non-Residential buildings (version 2.1),Pass
TAMPINES CONCOURSE,528729,2023,1.2849,103.8497,"11 TAMPINES CONCOURSE, SINGAPORE 528729",Commercial Building,Office,Medium,580,4508810.00458288,11520.0,1122072.83423581,117.880578504196,28303.4176331236,45.2252035712451,577.633827755129,631.41351023961,1254.27254156598,97.4021557496366,0.10887782478871354,goldplus,2021.0,Existing Building for Non-Residential buildings (version 2.1),Pass
BOON SIEW BUILDING,229833,2021,1.2843,103.8506,"75 BUKIT TIMAH ROAD, SINGAPORE 229833",Commercial Building,Office,Medium,652,4324389.26213393,11950.0,1259641.32000001,123.35708138159,30188.2884579051,32.996893,740.893355,606.626286,1380.516534,105.409315481172,0.11552439615062762,,,,No Green Mark
BOON SIEW BUILDING,229833,2022,1.2843,103.8506,"75 BUKIT TIMAH ROAD, SINGAPORE 229833",Commercial Building,Office,Medium,652,4324389.26213393,11950.0,1326743.75,115.962448249824,28924.2401910584,33.0729982072419,700.026118094563,641.992351309836,1375.09146761164,111.024581589958,0.11507041569971882,,,,No Green Mark
BOON SIEW BUILDING,229833,2023,1.2843,103.8506,"75 BUKIT TIMAH ROAD, SINGAPORE 229833",Commercial Building,Office,Medium,652,4324389.26213393,11950.0,1293889.46199004,121.500041521805,29558.5277285697,32.1087727262584,683.962125670256,659.389447100892,1375.46034549741,108.275268785777,0.11510128414204267,,,,No Green Mark
PEC LTD.,609922,2021,1.2917,103.8399,"14 INTERNATIONAL BUSINESS PARK, SINGAPORE 609922",Commercial Building,Office,Medium,739,5737387.80430514,10121.0,2074509.438,92.3996202911549,24702.0494172589,39.007323,657.015076,572.101192,1268.123591,111.125926291868,0.12529627418239306,,,,No Green Mark
PEC LTD.,609922,2022,1.2917,103.8399,"14 INTERNATIONAL BUSINESS PARK, SINGAPORE 609922",Commercial Building,Office,Medium,739,5737387.80430514,10121.0,2712340.257,90.6744347335017,25087.9700612965,39.8653474418931,689.351007383101,540.307823124331,1269.52417794933,109.774676415374,0.12543465842795473,,,,No Green Mark
PEC LTD.,609922,2023,1.2917,103.8399,"14 INTERNATIONAL BUSINESS PARK, SINGAPORE 609922",Commercial Building,Office,Medium,739,5737387.80430514,10121.0,1691060.308,90.5801033249271,24613.9728776654,40.3818724621522,698.979480461924,539.354284957717,1278.71563788179,107.359666693891,0.1263428157179913,,,,No Green Mark
KEMBANGAN-CHAI CHEE COMMUNITY HUB,409074,2021,1.2789,103.8491,"11 JALAN UBI, SINGAPORE 409074",Commercial Building,Office,Medium,717,5763506.47124432,7853.6,986922.249999998,82.0671370999355,24357.0345370681,34.078193,497.253525,318.390771,849.722489,125.664949831924,0.10819528483752673,,,,No Green Mark
KEMBANGAN-CHAI CHEE COMMUNITY HUB,409074,2022,1.2789,103.8491,"11 JALAN UBI, SINGAPORE 409074",Commercial Building,Office,Medium,717,5763506.47124432,7853.6,858705.359999996,83.516527707308,24445.0067335151,34.9979075231543,477.268466867221,304.843607123387,817.109981513762,109.339075073851,0.10404272964166268,,,,No Green Mark
KEMBANGAN-CHAI CHEE COMMUNITY HUB,409074,2023,1.2789,103.8491,"11 JALAN UBI, SINGAPORE 409074",Commercial Building,Office,Medium,717,5763506.47124432,7853.6,830255.341303514,78.7670266033858,22845.5657705395,35.1333458979856,486.626777209026,312.735719578458,834.49584268547,105.716530164958,0.10625647380633976,,,,No Green Mark
FAR EAST FINANCE BUILDING,048545,2021,1.285,103.8491,"14 ROBINSON ROAD, SINGAPORE 048545",Commercial Building,Office,Medium,456,3445395.17321795,6268.0,652026.77,62.3761992751458,17355.3649211616,24.10295,326.002183,362.342011,712.447144,104.02469208679,0.11366419017230377,,,,No Green Mark
FAR EAST FINANCE BUILDING,048545,2022,1.285,103.8491,"14 ROBINSON ROAD, SINGAPORE 048545",Commercial Building,Office,Medium,456,3445395.17321795,6268.0,684284.290000002,61.8895437711197,17074.5565358169,24.5749922926106,340.825488667479,353.974256198523,719.374737158613,109.171073707722,0.11476942200998931,,,,No Green Mark
FAR EAST FINANCE BUILDING,048545,2023,1.285,103.8491,"14 ROBINSON ROAD, SINGAPORE 048545",Commercial Building,Office,Medium,456,3445395.17321795,6268.0,703365.689880806,62.5476251175899,16602.7273201442,25.0093479352067,356.158238293231,349.141912150603,730.30949837904,112.215330229867,0.11651395953717932,,,,No Green Mark
EASTGATE,428766,2021,1.2943,103.8478,"46 EAST COAST ROAD #B1-01, SINGAPORE 428766",Commercial Building,Office,Medium,598,4669698.9984712,7386.0,639455.61,73.8350909093728,20209.9351547813,28.909231,448.100124,300.686209,777.695564,86.5767140536149,0.10529319848361765,,,,No Green Mark
EASTGATE,428766,2022,1.2943,103.8478,"46 EAST COAST ROAD #B1-01, SINGAPORE 428766",Commercial Building,Office,Medium,598,4669698.9984712,7386.0,803317.589999997,77.2020722358415,21267.5794603249,29.5234633099923,457.83529749205,290.852312245852,778.211073047894,108.762197400487,0.1053629939138768,,,,No Green Mark
EASTGATE,428766,2023,1.2943,103.8478,"46 EAST COAST ROAD #B1-01, SINGAPORE 428766",Commercial Building,Office,Medium,598,4669698.9984712,7386.0,1106019.61779509,73.1721226232297,20537.0732698983,29.5360047413113,483.28431173934,302.100873584877,814.921190065528,149.745412644881,0.11033322367526781,,,,No Green Mark
GENTING CENTRE,088934,2021,1.3361,103.9647,"3 LIM TECK LIM ROAD, SINGAPORE 088934",Commercial Building,Office,Medium,988,4953238.2774154,12948.0,1739881.74000001,117.764358290485,32659.0081253106,11.83092,722.746038,698.712228,1433.289186,134.374555143652,0.11069579749768303,,,,No Green Mark
GENTING CENTRE,088934,2022,1.3361,103.9647,"3 LIM TECK LIM ROAD, SINGAPORE 088934",Commercial Building,Office,Medium,988,4953238.2774154,12948.0,1398479.34,114.54363499333,32648.3226578178,11.5460859172479,708.120618131152,698.303025490661,1417.96972953906,108.007363299351,0.10951264516056997,,,,No Green Mark
GENTING CENTRE,088934,2023,1.3361,103.9647,"3 LIM TECK LIM ROAD, SINGAPORE 088934",Commercial Building,Office,Medium,988,4953238.2774154,12948.0,1233787.81991661,118.913013956034,33433.6839294136,11.7482493649224,722.891663414938,724.30379445473,1458.94370723459,95.2879070062255,0.1126771476084793,,,,No Green Mark
ROBINSON 112,068902,2021,1.3348,103.9666,"112 ROBINSON ROAD, SINGAPORE 068902",Commercial Building,Office,Medium,832,5822500.54366724,10720.0,1141656.75,124.589177797399,32832.9089961138,33.909066,660.330583,553.058749,1247.298398,106.497831156716,0.11635246249999999,platinum,2023.0,GM:2021 In Operation,Fail
ROBINSON 112,068902,2022,1.3348,103.9666,"112 ROBINSON ROAD, SINGAPORE 068902",Commercial Building,Office,Medium,832,5822500.54366724,10720.0,1142382.0,131.23817322101,35240.8207041135,34.2169013154862,630.403624495089,576.386628438343,1241.00715424892,106.565485074627,0.11576559274710074,platinum,2023.0,GM:2021 In Operation,Fail
ROBINSON 112,068902,2023,1.3348,103.9666,"112 ROBINSON ROAD, SINGAPORE 068902",Commercial Building,Office,Medium,832,5822500.54366724,10720.0,1024955.57004728,120.460198406128,32905.7856033449,34.6188080035368,636.810170290834,550.575295080863,1222.00427337523,95.6115270566489,0.1139929359491819,platinum,2023.0,GM:2021 In Operation,Fail
TAHIR BUILDING,068907,2021,1.3382,103.9652,"140 ROBINSON ROAD, SINGAPORE 068907",Commercial Building,Office,Medium,715,5081255.5184175,9453.0,1100247.08,113.584444198436,31152.9891821765,31.79803,518.006546,497.380361,1047.184937,116.391312810748,0.11077805321062097,,,,No Green Mark
TAHIR BUILDING,068907,2022,1.3382,103.9652,"140 ROBINSON ROAD, SINGAPORE 068907",Commercial Building,Office,Medium,715,5081255.5184175,9453.0,1006299.15,112.382524516384,30728.8395586358,32.1863163576873,527.122541744613,520.268021578638,1079.57687968094,106.452887972072,0.11420468419347721,,,,No Green Mark
TAHIR BUILDING,068907,2023,1.3382,103.9652,"140 ROBINSON ROAD, SINGAPORE 068907",Commercial Building,Office,Medium,715,5081255.5184175,9453.0,1017139.17470429,109.13393379391,29756.9244980662,32.7228914962287,520.181930134018,507.94614023473,1060.85096186498,107.599616492573,0.11222373446154449,,,,No Green Mark
MACDONALD HOUSE,238838,2021,1.3256,103.7498,"40A ORCHARD ROAD, SINGAPORE 238838, SINGAPORE 238838",Commercial Building,Office,Medium,680,4637271.50082472,9000.0,861583.5,93.0029181782863,25770.720555392,25.348157,510.918054,428.107608,964.373819,95.7315,0.10715264655555556,,,,No Green Mark
MACDONALD HOUSE,238838,2022,1.3256,103.7498,"40A ORCHARD ROAD, SINGAPORE 238838, SINGAPORE 238838",Commercial Building,Office,Medium,680,4637271.50082472,9000.0,952982.55,93.6664288502149,25169.5017935913,25.5158210856065,534.017908764896,433.440926545039,992.974656395542,105.88695,0.11033051737728244,,,,No Green Mark
MACDONALD HOUSE,238838,2023,1.3256,103.7498,"40A ORCHARD ROAD, SINGAPORE 238838, SINGAPORE 238838",Commercial Building,Office,Medium,680,4637271.50082472,9000.0,869750.53570086,91.0974360009938,24894.439830646,25.3726511025893,566.41123434306,424.649796611675,1016.43368205732,96.6389484112067,0.11293707578414666,,,,No Green Mark
PEOPLE'S ASSOCIATION HEADQUARTERS,208581,2021,1.2793,103.8466,"9 KING GEORGE AVENUE SINGAPORE 208581, SINGAPORE 208581",Commercial Building,Office,Medium,1206,9243935.86923228,14624.0,1439031.23,142.424252825807,39931.3936289794,51.90026,886.688437,666.470174,1605.058871,98.4020261214442,0.10975511973468272,goldplus,2007.0,New Building (version 1),Pass
PEOPLE'S ASSOCIATION HEADQUARTERS,208581,2022,1.2793,103.8466,"9 KING GEORGE AVENUE SINGAPORE 208581, SINGAPORE 208581",Commercial Building,Office,Medium,1206,9243935.86923228,14624.0,1527296.40000001,148.060474494664,41302.5459397007,52.8332665990441,923.787852477661,643.958534612961,1620.57965368967,104.437664113786,0.11081644240219297,goldplus,2007.0,New Building (version 1),Pass
PEOPLE'S ASSOCIATION HEADQUARTERS,208581,2023,1.2793,103.8466,"9 KING GEORGE AVENUE SINGAPORE 208581, SINGAPORE 208581",Commercial Building,Office,Medium,1206,9243935.86923228,14624.0,1463775.49830983,142.289808282919,39801.6273266281,53.3016989145663,882.245382810224,632.587604206282,1568.13468593107,100.094057597773,0.10723021648872195,goldplus,2007.0,New Building (version 1),Pass
ISEAS - YUSOF ISHAK INSTITUTE,119614,2021,1.2954,103.8584,"30 HENG MUI KENG TERRACE, SINGAPORE 119614",Commercial Building,Office,Medium,640,2983886.87194301,9882.18,1005191.0,69.2300624766594,18771.9270080616,9.403215,465.227158,495.028992,969.659365,101.717536009261,0.09812201002208014,platinum,2022.0,Existing Non-Residential Buildings (RECERT 2017),Pass
ISEAS - YUSOF ISHAK INSTITUTE,119614,2022,1.2954,103.8584,"30 HENG MUI KENG TERRACE, SINGAPORE 119614",Commercial Building,Office,Medium,640,2983886.87194301,9882.18,1026871.0,71.3263834004611,19160.4518978844,9.14062338679591,472.983028631101,474.85361489383,956.977266911726,103.911383925409,0.09683868001915832,platinum,2022.0,Existing Non-Residential Buildings (RECERT 2017),Pass
ISEAS - YUSOF ISHAK INSTITUTE,119614,2023,1.2954,103.8584,"30 HENG MUI KENG TERRACE, SINGAPORE 119614",Commercial Building,Office,Medium,640,2983886.87194301,9882.18,1043479.58084486,68.3323558663539,18083.8674973191,8.96501060293033,497.276044823589,478.967709750112,985.208765176631,105.592043541492,0.09969548876630774,platinum,2022.0,Existing Non-Residential Buildings (RECERT 2017),Pass
THE OXLEY,238697,2021,1.274,103.8447,"9 OXLEY RISE, SINGAPORE 238697",Commercial Building,Office,Medium,653,4799845.37544972,7387.0,835310.929999999,92.6900909410186,25629.0105523602,28.225202,412.544269,425.828161,866.597632,113.078506836334,0.1173138800595641,,,,No Green Mark
THE OXLEY,238697,2022,1.274,103.8447,"9 OXLEY RISE, SINGAPORE 238697",Commercial Building,Office,Medium,653,4799845.37544972,7387.0,764436.35,89.8916893531609,24794.2392341239,28.6828545722623,437.016063462124,439.301690459131,905.000608493517,103.484005685664,0.12251260437166875,,,,No Green Mark
THE OXLEY,238697,2023,1.274,103.8447,"9 OXLEY RISE, SINGAPORE 238697",Commercial Building,Office,Medium,653,4799845.37544972,7387.0,757083.458559555,93.4174568104464,26027.8728113491,28.3762118475928,426.279321196687,413.127817895398,867.783350939677,102.488623062076,0.11747439433324448,,,,No Green Mark
PEK CHUAN BUILDING,338730,2021,1.3029,103.7919,"116 LAVENDER STREET, SINGAPORE 338730",Commercial Building,Office,Medium,523,3785655.15245818,5976.0,641698.660000001,60.4982565879886,17601.3402997896,19.439645,312.76533,306.095503,638.300478,107.379293842035,0.10681065562248995,,,,No Green Mark
PEK CHUAN BUILDING,338730,2022,1.3029,103.7919,"116 LAVENDER STREET, SINGAPORE 338730",Commercial Building,Office,Medium,523,3785655.15245818,5976.0,616306.800000003,60.0969786063959,17506.8149411203,19.7099283040834,316.421558746883,295.638615623099,631.770102674066,103.130321285141,0.10571788866701239,,,,No Green Mark
PEK CHUAN BUILDING,338730,2023,1.3029,103.7919,"116 LAVENDER STREET, SINGAPORE 338730",Commercial Building,Office,Medium,523,3785655.15245818,5976.0,621276.302007491,60.0673153730225,17731.9224873608,19.3227519362118,318.416147880351,301.786735036393,639.525634852955,103.961897926287,0.10701566848275687,,,,No Green Mark
FAMILY LINK @ LENGKOK BAHRU,159052,2021,1.2831,103.7888,"8 LENGKOK BAHRU, SINGAPORE 159052, SINGAPORE 159052",Commercial Building,Office,Medium,520,2886122.10079474,6898.0,752351.88,66.2412341804601,17745.371507775,11.002798,393.940615,367.604465,772.547878,109.068118295158,0.1119959231661351,gold,2023.0,GM:2021 In Operation,Pass
FAMILY LINK @ LENGKOK BAHRU,159052,2022,1.2831,103.7888,"8 LENGKOK BAHRU, SINGAPORE 159052, SINGAPORE 159052",Commercial Building,Office,Medium,520,2886122.10079474,6898.0,710922.360000003,67.3145734881728,18383.4051116383,10.8441585977432,378.465942975677,369.491678618086,758.801780191506,103.062099159177,0.1100031574647008,gold,2023.0,GM:2021 In Operation,Pass
FAMILY LINK @ LENGKOK BAHRU,159052,2023,1.2831,103.7888,"8 LENGKOK BAHRU, SINGAPORE 159052, SINGAPORE 159052",Commercial Building,Office,Medium,520,2886122.10079474,6898.0,689299.37273551,66.5269209972636,17868.0882433045,10.78471345243,387.423707139315,355.159882933062,753.368303524807,99.9274242875486,0.10921546876265685,gold,2023.0,GM:2021 In Operation,Pass
ANSON CENTRE,079904,2021,1.3253,103.9176,"51 ANSON ROAD, SINGAPORE 079904",Commercial Building,Office,Medium,748,4209312.96629148,8675.0,1033362.37,91.8819881803972,25837.4103708622,13.938182,556.523247,424.581099,995.042528,119.119581556196,0.11470230870317003,,,,No Green Mark
ANSON CENTRE,079904,2022,1.3253,103.9176,"51 ANSON ROAD, SINGAPORE 079904",Commercial Building,Office,Medium,748,4209312.96629148,8675.0,862299.5,97.1640215529576,26863.4955166124,13.7350212604157,551.41046455736,438.340287372546,1003.48577319032,99.4005187319885,0.11567559345133371,,,,No Green Mark
ANSON CENTRE,079904,2023,1.3253,103.9176,"51 ANSON ROAD, SINGAPORE 079904",Commercial Building,Office,Medium,748,4209312.96629148,8675.0,788716.811002104,95.5376258009789,26198.0659427259,13.5219241207615,532.519723599023,433.579969845198,979.621617564983,90.918364380646,0.11292468214005567,,,,No Green Mark
MAXWELL CHAMBER SUITES,069120,2021,1.2784,103.8488,"28 MAXWELL RD, SINGAPORE 069120",Commercial Building,Office,Medium,747,5195467.10598257,10685.0,995526.45,96.6489908248416,26727.0029338876,33.370649,564.767594,633.082769,1231.221012,93.1704679457183,0.11522892016846045,,,,No Green Mark
MAXWELL CHAMBER SUITES,069120,2022,1.2784,103.8488,"28 MAXWELL RD, SINGAPORE 069120",Commercial Building,Office,Medium,747,5195467.10598257,10685.0,1052386.65,95.5256852080733,26194.5716265052,33.6355518540498,552.781519961826,610.717463787318,1197.13453560319,98.4919653720168,0.11203879603211886,,,,No Green Mark
MAXWELL CHAMBER SUITES,069120,2023,1.2784,103.8488,"28 MAXWELL RD, SINGAPORE 069120",Commercial Building,Office,Medium,747,5195467.10598257,10685.0,1074052.10360728,94.7311589310254,25048.0553281292,33.4477080484738,528.904547327316,606.818671191539,1169.17092656733,100.519616622113,0.10942170580882828,,,,No Green Mark
CES CENTRE,169877,2021,1.2739,103.8444,"171 CHIN SWEE ROAD, SINGAPORE 169877",Commercial Building,Office,Medium,878,5130795.42381308,12253.0,1139199.06,99.283053024593,28015.3599624381,23.265252,649.731899,672.81581,1345.812961,92.9730727168857,0.10983538406920755,,,,No Green Mark
CES CENTRE,169877,2022,1.2739,103.8444,"171 CHIN SWEE ROAD, SINGAPORE 169877",Commercial Building,Office,Medium,878,5130795.42381308,12253.0,1196076.54,98.9936116967034,27110.4068675674,23.0493003875326,691.284106682712,644.345712872153,1358.6791199424,97.6149955113034,0.11088542560535378,,,,No Green Mark
CES CENTRE,169877,2023,1.2739,103.8444,"171 CHIN SWEE ROAD, SINGAPORE 169877",Commercial Building,Office,Medium,878,5130795.42381308,12253.0,1215052.98094548,99.9182558767729,28339.493963487,23.7065129388349,692.046359222666,631.674319395295,1347.4271915568,99.1637134534795,0.10996712572894801,,,,No Green Mark
SULTAN LINK,239002,2021,1.3469,103.9654,"63 MOHD SULTAN ROAD, SINGAPORE 239002",Commercial Building,Office,Medium,84,642901.457541535,1063.0,97334.0,10.0401209661394,2774.34657437416,3.795437,64.83005,49.949072,118.574559,91.5653809971778,0.11154709219190968,,,,No Green Mark
SULTAN LINK,239002,2021,1.3469,103.9654,"63 MOHD SULTAN ROAD, SINGAPORE 239002",Commercial Building,Office,Medium,84,642901.457541535,1063.0,97334.0,10.0401209661394,2774.34657437416,3.795437,64.83005,49.949072,118.574559,91.5653809971778,0.11154709219190968,,,,No Green Mark
SULTAN LINK,239002,2021,1.3469,103.9654,"63 MOHD SULTAN ROAD, SINGAPORE 239002",Commercial Building,Office,Medium,84,642901.457541535,1063.0,97334.0,10.0401209661394,2774.34657437416,3.795437,64.83005,49.949072,118.574559,91.5653809971778,0.11154709219190968,,,,No Green Mark
SULTAN LINK,239002,2021,1.3469,103.9654,"63 MOHD SULTAN ROAD, SINGAPORE 239002",Commercial Building,Office,Medium,84,642901.457541535,1063.0,97334.0,10.0401209661394,2774.34657437416,3.795437,64.83005,49.949072,118.574559,91.5653809971778,0.11154709219190968,,,,No Green Mark
SULTAN LINK,239002,2021,1.3469,103.9654,"63 MOHD SULTAN ROAD, SINGAPORE 239002",Commercial Building,Office,Medium,84,642901.457541535,1063.0,97334.0,10.0401209661394,2774.34657437416,3.795437,64.83005,49.949072,118.574559,91.5653809971778,0.11154709219190968,,,,No Green Mark
